Purchase Frequency,Total Purchase Value,Promotional Content Clicked,Discount Sensitivity,Average Cart Size,Preferred Product Category,Session Duration,Returns Frequency,Loyalty Program Member,Monthly Income,Customer Review Count,Customer Sentiment,Average Product Price,Cart Abandonment Rate,Last Purchase Recency,Preferred Brands,Purchase Likelihood
17,7752.9929,Yes,0.95,2,Groceries,11.43195449,4,No,<50k,33,Neutral,796.5147374,0.27,126,Mixed,1
16,5626.26428,Yes,0.34,7,Groceries,12.61015105,2,Yes,<50k,21,Positive,100,0.74,9,Brand A,1
18,6374.131592,Yes,0.11,9,Electronics,23.19669701,4,No,>=50k,6,Positive,1016.695223,0.81,73,Brand A,0
8,7933.081719,No,0.51,5,Home Decor,16.10865149,0,No,<50k,32,Positive,524.2848972,0.82,65,Brand B,1
3,2776.839501,Yes,0.09,8,Groceries,20.06695673,1,No,<50k,5,Negative,1257.984301,0.3,101,Brand A,1
1,4928.348843,No,0.97,5,Groceries,10.984537,2,No,<50k,15,Negative,1035.552537,0.27,84,Brand B,1
3,3937.090897,Yes,0.04,7,Clothing,21.05122757,0,Yes,<50k,7,Negative,265.1801849,0.68,157,Brand A,1
1,1864.281149,Yes,0.75,7,Electronics,19.47343109,3,Yes,<50k,44,Positive,948.198711,0.93,81,Brand A,1
14,5693.419955,Yes,0.53,9,Groceries,14.48792539,0,No,>=50k,22,Positive,1107.468826,0.25,34,Brand B,1
1,10023.1131,Yes,0.37,3,Clothing,18.04469941,2,Yes,<50k,17,Neutral,2043.327269,0.91,52,Brand A,1
3,1319.844511,No,0.07,1,Clothing,21.46967154,4,No,<50k,13,Positive,1299.683798,0.59,166,Brand A,1
5,4935.438778,Yes,0.62,2,Clothing,9.459893189,1,No,<50k,49,Positive,354.3394235,0.74,111,Mixed,1
6,6281.08587,No,0.59,6,Clothing,12.37133178,2,Yes,>=50k,35,Negative,1971.590245,0.44,21,Brand A,1
9,5246.156403,No,0.28,9,Electronics,17.62016966,0,No,<50k,14,Neutral,862.5602991,0.81,66,Brand C,1
18,4773.743895,Yes,0.91,3,Clothing,15.10124133,0,No,<50k,4,Positive,860.401498,0.97,99,Mixed,0
18,2401.567273,Yes,0.3,2,Groceries,17.05644502,2,Yes,>=50k,45,Neutral,1970.945951,0.17,79,Brand A,0
11,5465.573486,No,0.45,1,Clothing,18.44077429,2,Yes,<50k,47,Positive,685.7696993,0.39,99,Brand A,0
2,3486.472046,Yes,0.54,2,Clothing,17.49311152,2,No,>=50k,14,Positive,921.4317412,0.86,74,Brand C,0
12,620.15659,No,0.1,3,Groceries,13.73582159,4,No,<50k,10,Positive,184.3339312,0.18,119,Brand B,0
17,7389.184441,Yes,0.93,7,Clothing,14.08023351,2,No,<50k,1,Neutral,980.4616003,0.41,16,Brand B,0
7,6916.77164,Yes,0.37,2,Clothing,22.77669017,3,No,<50k,22,Positive,924.4767157,0.17,146,Mixed,1
14,5103.321954,Yes,0.08,5,Clothing,15.43101178,1,Yes,<50k,23,Negative,801.0832178,0.65,71,Brand A,0
0,5458.149376,Yes,0.39,2,Electronics,21.77658893,1,No,>=50k,17,Positive,1079.155754,0.24,123,Brand C,1
2,7148.636025,No,0.6,7,Electronics,22.12412334,3,Yes,>=50k,3,Positive,590.5009467,0.38,89,Mixed,1
7,5448.679314,Yes,0.51,8,Home Decor,11.09525579,0,Yes,<50k,14,Positive,1732.272549,0.49,50,Brand A,1
3,6808.03511,No,0.69,8,Groceries,18.67754956,0,Yes,<50k,11,Negative,1009.187719,0.3,175,Brand A,1
15,4405.035598,Yes,0.06,8,Home Decor,9.598940986,0,Yes,<50k,2,Negative,615.0609894,0.68,56,Brand B,1
9,7623.967477,Yes,0.28,9,Electronics,23.08583357,0,No,>=50k,31,Neutral,303.7575843,0.11,137,Mixed,1
11,5641.571452,Yes,0.82,1,Clothing,15.94279402,4,Yes,<50k,35,Negative,1023.661626,0.88,31,Brand A,1
13,5388.103887,Yes,0.08,1,Electronics,15.70008455,3,Yes,<50k,20,Negative,1459.224982,0.48,78,Brand B,1
13,2459.877823,Yes,0.86,2,Clothing,10.6743782,1,Yes,>=50k,47,Negative,1178.092689,0.57,122,Brand A,1
1,5573.911709,Yes,0.09,6,Electronics,11.96604588,3,No,>=50k,5,Neutral,1992.756977,0.62,121,Brand B,0
4,3336.090165,No,0.83,1,Groceries,16.13094949,1,Yes,<50k,1,Neutral,2003.598744,0.06,67,Brand A,0
4,3723.434547,Yes,0.36,5,Electronics,15.45496048,0,Yes,<50k,8,Neutral,360.4050432,0.76,27,Brand B,1
5,3369.248743,Yes,0.61,5,Electronics,13.07441617,4,No,<50k,11,Negative,254.6539262,0.95,131,Brand B,0
12,2867.530136,No,0.15,4,Clothing,19.39169523,2,Yes,<50k,43,Negative,615.1370549,0.52,76,Mixed,1
8,9249.542806,No,0.07,5,Electronics,14.98769402,2,Yes,>=50k,23,Positive,1352.674539,0.39,139,Mixed,0
14,7662.678124,Yes,0.22,1,Home Decor,9.946681706,0,No,<50k,13,Neutral,1195.003047,0.78,14,Mixed,0
13,8840.735004,Yes,0.13,6,Groceries,18.60190658,0,Yes,>=50k,48,Positive,1505.394034,0.72,28,Brand A,1
6,2554.209961,No,0.31,7,Electronics,9.203619093,3,Yes,<50k,40,Positive,482.1866049,0.65,86,Brand A,0
19,5142.5075,Yes,0.51,8,Clothing,5.382813796,4,No,>=50k,11,Negative,113.0691578,0.97,12,Brand C,0
1,2412.98475,Yes,0.59,2,Groceries,15.48078395,4,No,<50k,26,Positive,704.3145208,0.58,37,Brand B,0
6,3608.610246,Yes,0.79,7,Home Decor,9.846566656,3,No,<50k,9,Neutral,1293.293387,0.25,109,Brand B,0
5,3163.746033,No,0.66,6,Groceries,15.89056026,4,Yes,>=50k,42,Neutral,1080.837233,0.02,34,Brand A,1
16,7479.168013,Yes,0.61,9,Electronics,19.08179051,4,No,>=50k,1,Negative,1622.797897,0.45,167,Brand B,1
1,4207.540644,No,0.41,8,Electronics,19.92251903,2,No,<50k,30,Positive,644.0323652,0.65,75,Brand A,0
2,7136.758667,Yes,0.47,4,Electronics,17.48824098,4,Yes,<50k,27,Negative,1497.778959,0.17,109,Brand B,1
4,6208.241779,No,0.41,9,Clothing,8.369683769,0,Yes,<50k,15,Positive,696.4495111,0.03,4,Brand A,1
4,9607.277504,Yes,0.84,1,Home Decor,11.39923975,2,No,<50k,0,Positive,1389.180329,0.91,1,Mixed,0
0,2041.111554,Yes,0.23,6,Electronics,15.02707725,0,Yes,>=50k,21,Neutral,1380.905337,0.3,29,Brand A,1
7,7518.46648,No,0.01,8,Clothing,15.07539836,0,Yes,>=50k,0,Positive,1787.90104,0.47,98,Mixed,0
11,7292.881741,Yes,0.65,4,Electronics,10.29045236,3,Yes,<50k,30,Neutral,330.4622493,0.09,118,Mixed,0
3,3053.242324,Yes,0.2,2,Groceries,12.68783617,4,Yes,<50k,21,Neutral,1691.659455,0.38,9,Brand C,0
12,7014.266673,Yes,0.89,2,Electronics,19.05179063,4,Yes,<50k,33,Neutral,1222.989446,0.42,72,Mixed,1
14,5672.289926,Yes,0.86,1,Electronics,17.51871879,4,Yes,<50k,11,Negative,1030.170848,0.9,123,Brand A,1
10,4545.04748,Yes,0.08,5,Home Decor,13.45773193,4,Yes,<50k,22,Negative,933.3331166,0.87,37,Brand C,0
9,3352.129026,No,0.11,6,Electronics,20.14826205,2,No,>=50k,27,Neutral,963.6058754,0.19,93,Mixed,1
2,3561.781097,Yes,0.5,4,Clothing,8.367452531,1,Yes,>=50k,49,Neutral,1019.712411,0.56,118,Brand A,1
13,9099.624192,Yes,0.61,4,Clothing,19.11101191,0,Yes,>=50k,11,Neutral,195.6043297,0.73,162,Brand B,1
15,5001.365638,Yes,0.27,5,Groceries,18.42296877,1,No,>=50k,26,Neutral,1122.019727,0.29,70,Brand B,1
9,6564.260003,No,0.72,5,Home Decor,18.73346172,1,No,<50k,22,Positive,1075.717849,0.39,139,Brand B,1
9,3418.201237,No,0.59,9,Home Decor,16.48230821,1,Yes,<50k,0,Positive,671.0345264,0.98,169,Mixed,1
11,3440.294108,Yes,0.32,8,Groceries,11.7337574,2,Yes,<50k,42,Positive,1016.425096,0.76,97,Brand B,1
8,7163.969618,Yes,0.03,9,Groceries,17.9599591,1,No,<50k,1,Negative,1551.658615,0.44,176,Brand A,1
0,2300.847577,No,0.75,3,Home Decor,12.9218941,2,No,<50k,43,Positive,692.5926091,0.53,126,Mixed,1
4,4169.572464,Yes,0.21,3,Clothing,16.02619077,3,Yes,<50k,30,Negative,430.4273121,0.63,66,Brand A,1
19,5068.054822,No,0.83,1,Home Decor,11.36050281,3,Yes,<50k,1,Negative,638.6534466,0.5,32,Mixed,0
7,5222.745204,No,0.42,6,Clothing,13.27554304,3,No,>=50k,48,Positive,100,0.41,103,Mixed,1
10,4641.81343,No,0.58,4,Groceries,14.28375492,2,Yes,<50k,24,Positive,1895.354765,0.36,140,Mixed,1
11,5791.639562,Yes,0.87,8,Home Decor,16.99861952,2,No,>=50k,37,Neutral,584.3071454,0.17,147,Brand C,1
0,6385.711512,No,0.86,2,Electronics,17.83596986,0,No,<50k,47,Neutral,1631.37889,0.97,160,Brand C,0
19,6469.275091,No,0.37,2,Electronics,23.47849706,1,Yes,>=50k,18,Neutral,379.7696926,0.09,33,Brand C,1
10,3028.392383,Yes,0.21,7,Electronics,15.74063233,4,Yes,<50k,27,Positive,690.6657105,0.6,49,Brand B,1
4,4431.689804,Yes,0.78,5,Electronics,10.26135211,4,No,>=50k,5,Negative,1032.046325,0.96,177,Brand A,1
14,7389.525724,Yes,0.43,1,Electronics,18.99982815,1,No,<50k,38,Neutral,1321.976989,0.37,136,Brand A,0
4,6789.294375,Yes,0.19,7,Clothing,16.68817135,4,No,<50k,18,Negative,965.1325053,0.25,6,Brand C,0
11,2254.281097,Yes,0.9,7,Electronics,14.04814267,4,No,<50k,16,Positive,230.2343671,0.96,136,Brand C,1
4,5702.959801,Yes,0.2,6,Home Decor,12.9976263,4,Yes,<50k,5,Positive,972.2558192,0.8,105,Brand B,1
16,1043.549501,Yes,0.03,4,Electronics,11.90881788,2,No,<50k,14,Positive,1629.645554,0.66,153,Brand C,1
16,5093.869804,Yes,0.02,8,Electronics,11.74271657,2,Yes,<50k,21,Positive,1162.872734,0.61,129,Brand C,0
11,8795.534033,Yes,0.62,2,Clothing,8.897671253,2,No,>=50k,40,Positive,2107.854997,0.36,4,Brand C,1
14,3104.214565,No,0.66,2,Groceries,19.8275496,1,Yes,>=50k,33,Negative,1085.707066,0.64,112,Brand A,0
14,3331.353909,No,0.31,2,Clothing,17.17399781,3,No,>=50k,4,Negative,1506.615359,0.73,65,Brand B,1
5,6528.059563,Yes,0.32,3,Clothing,15.46528736,4,No,<50k,22,Neutral,1262.60935,0.03,115,Brand A,1
11,1914.39697,Yes,0.34,6,Clothing,11.89625308,0,No,<50k,4,Positive,683.3507227,0.12,137,Brand B,1
19,3734.48994,Yes,0.68,1,Electronics,20.44684188,2,No,>=50k,43,Positive,969.1696871,0.32,158,Brand A,1
17,6192.882275,No,0.06,2,Clothing,7.89682051,0,Yes,<50k,9,Negative,1556.362964,0.32,160,Brand C,1
13,3731.428305,No,0.93,2,Electronics,14.34503548,4,Yes,<50k,3,Neutral,826.5274636,0.9,107,Brand A,1
1,4528.060026,No,0.22,1,Clothing,19.91073184,3,Yes,>=50k,11,Positive,1199.755669,0.68,110,Brand A,1
8,6488.371421,Yes,1,3,Home Decor,5.036857896,0,No,<50k,46,Positive,689.3410949,0.37,133,Brand C,1
4,5843.092167,No,0.17,7,Home Decor,15.88024953,4,Yes,>=50k,9,Positive,1464.569222,0.81,13,Brand A,0
19,5533.636793,Yes,0.77,1,Electronics,11.69921474,4,Yes,<50k,29,Neutral,1041.349183,0.32,77,Brand C,1
0,4321.755441,No,0.22,7,Home Decor,15.60580546,2,No,<50k,49,Neutral,1432.343463,0.99,14,Mixed,1
2,5740.122231,Yes,0.08,5,Electronics,13.12774684,3,No,>=50k,23,Negative,1622.668711,0.78,120,Brand C,1
5,4752.53464,No,0.87,9,Electronics,17.96845645,4,No,<50k,4,Neutral,1335.792649,0.81,170,Brand C,1
4,5915.61122,Yes,0.86,2,Clothing,21.16271893,3,Yes,>=50k,12,Positive,909.6777668,0.26,147,Brand C,1
4,4006.13595,No,0.4,1,Clothing,27.56663187,2,No,>=50k,35,Positive,918.8301208,0.15,20,Brand A,1
0,4634.862051,No,0.7,9,Electronics,14.43300075,0,No,<50k,8,Neutral,100,0.39,28,Brand B,1
16,3020.084415,Yes,0.56,8,Home Decor,18.68986376,1,No,>=50k,17,Positive,1214.16791,0.33,72,Brand B,1
18,4929.98478,Yes,0.85,6,Groceries,16.71077032,1,Yes,>=50k,34,Positive,1524.719212,0.77,92,Brand A,1
13,3377.998273,No,0.32,5,Electronics,17.0804076,1,No,>=50k,30,Neutral,380.9440782,0.17,171,Brand A,1
11,2771.9071,Yes,0.52,8,Clothing,22.37899974,3,Yes,<50k,23,Positive,921.6958166,0.53,161,Brand B,1
9,5517.322296,Yes,0.49,8,Electronics,11.57903304,1,Yes,>=50k,42,Positive,911.5526016,0.63,46,Brand C,1
19,5425.479552,Yes,0.35,5,Clothing,13.20857501,0,No,<50k,3,Positive,1231.920028,0.39,8,Mixed,1
17,6565.74747,Yes,0.89,7,Electronics,14.12263171,4,Yes,>=50k,40,Negative,1073.334666,0.2,111,Brand B,1
10,4137.748861,Yes,0.17,1,Groceries,10.07575678,3,Yes,>=50k,25,Positive,544.0347685,0.9,29,Brand B,0
1,5816.105694,Yes,0.15,4,Clothing,14.99262533,0,Yes,<50k,43,Positive,1805.605826,0.14,16,Brand C,1
17,6101.595145,Yes,0.58,2,Home Decor,18.28984962,3,No,>=50k,41,Negative,165.8316404,0.3,179,Brand C,0
6,5889.547616,Yes,0.66,3,Electronics,19.14180979,3,Yes,<50k,9,Neutral,696.9573596,0.76,58,Brand A,1
14,3348.692634,No,0.19,1,Groceries,14.08087144,3,No,<50k,40,Positive,334.121975,0.61,118,Brand A,1
10,5298.726965,No,0.39,2,Groceries,20.71017965,2,No,<50k,41,Negative,1177.868475,0.73,131,Brand B,1
17,5728.280592,No,0.95,1,Home Decor,5,4,No,>=50k,8,Negative,1232.200577,0.81,167,Brand B,0
11,5014.356934,Yes,0.25,8,Groceries,26.62691028,1,Yes,<50k,0,Positive,941.6223119,0.9,95,Brand C,0
5,827.0446833,No,0.67,4,Electronics,17.83628306,2,No,>=50k,15,Positive,393.7222858,0.3,134,Brand B,1
19,5320.979248,Yes,0.74,3,Clothing,12.84782213,4,Yes,<50k,45,Negative,533.6797884,0.47,37,Brand A,1
12,9425.062079,Yes,0.45,1,Home Decor,17.31050831,1,Yes,<50k,12,Neutral,1446.100783,0.69,31,Brand A,0
19,4279.921462,No,0.94,2,Clothing,14.236065,2,No,<50k,37,Positive,960.1187174,0.79,68,Mixed,1
15,3543.845804,No,0.74,3,Groceries,5,2,No,>=50k,13,Positive,772.6331014,0.58,66,Brand A,0
17,5746.697119,No,0.46,3,Electronics,15.23452853,0,Yes,>=50k,39,Positive,651.7187944,0.51,55,Brand A,1
9,5624.756421,No,0.57,6,Electronics,19.55753474,2,No,<50k,22,Negative,940.0509079,0.69,19,Brand C,1
7,7385.470331,Yes,0.69,8,Electronics,19.81896127,3,No,>=50k,17,Negative,1284.683674,0.38,119,Brand C,1
17,2484.263688,Yes,0.59,6,Groceries,16.25848899,2,No,<50k,27,Negative,877.623272,0.89,144,Brand C,0
0,6462.760505,No,0.88,2,Groceries,19.78885816,3,Yes,>=50k,19,Neutral,1216.415401,0.21,143,Brand B,1
7,6180.844123,Yes,0.36,2,Clothing,17.17719963,4,No,<50k,0,Neutral,218.6269614,0.88,10,Mixed,0
5,4715.706926,Yes,0.3,7,Clothing,16.11287961,4,Yes,<50k,11,Neutral,1567.183087,0.64,140,Brand A,1
4,5677.374636,No,0.21,1,Home Decor,11.55503534,3,No,>=50k,26,Neutral,981.0200318,0.6,145,Brand B,1
14,7058.914963,No,0.04,1,Home Decor,13.26394675,0,Yes,<50k,42,Negative,509.65828,0.47,13,Brand B,1
14,6744.63076,Yes,0.04,7,Electronics,13.71819158,0,No,>=50k,12,Positive,1220.429134,0.15,33,Brand A,1
1,2713.961376,No,0.87,9,Home Decor,16.42739234,4,No,>=50k,3,Positive,1090.421021,0.86,85,Brand B,0
0,6640.316374,No,0.68,5,Clothing,19.01576599,2,No,>=50k,24,Negative,438.2721914,0.05,124,Brand C,1
10,4870.62279,No,0.66,1,Clothing,11.92786432,4,No,>=50k,5,Neutral,939.2250145,0.27,153,Brand B,1
9,5145.748196,Yes,0.61,5,Electronics,8.041195933,4,Yes,>=50k,44,Positive,741.1125653,0.11,169,Mixed,1
17,5146.393982,Yes,0.85,1,Home Decor,22.19880421,3,Yes,<50k,21,Neutral,366.1315263,0.11,166,Brand C,0
17,4699.514022,Yes,0.48,9,Groceries,10.15689559,0,No,<50k,44,Neutral,789.1976452,0.39,129,Brand C,1
16,7383.414994,Yes,0.87,4,Home Decor,17.45047501,3,No,>=50k,37,Neutral,477.3439283,0.16,49,Mixed,1
7,4832.56408,Yes,0.36,9,Home Decor,16.26591768,4,Yes,<50k,35,Neutral,388.4086948,0.58,112,Brand C,1
14,2760.907743,Yes,0.93,2,Clothing,13.27832337,1,Yes,<50k,2,Positive,1248.546308,0.63,143,Brand C,1
7,4212.940288,Yes,0.7,7,Home Decor,18.037289,2,No,<50k,14,Positive,1152.85498,0.88,61,Brand C,1
16,5357.389434,No,0.26,2,Clothing,8.961851029,4,No,<50k,10,Positive,871.6012682,0.3,97,Brand B,1
11,7458.429569,Yes,0.56,4,Home Decor,23.15364833,3,Yes,>=50k,33,Neutral,100,0.31,138,Brand B,1
7,6206.18937,No,0.53,6,Clothing,28.174389,1,Yes,<50k,26,Positive,964.2523166,0.25,126,Brand A,1
13,3298.929443,No,0.14,2,Home Decor,21.15457564,1,No,<50k,22,Positive,1380.2473,0.78,29,Mixed,1
3,9970.379833,Yes,0.59,2,Home Decor,10.94954533,4,No,>=50k,16,Negative,1605.475302,0.43,154,Brand B,1
0,5529.550622,No,0.31,2,Home Decor,5,0,No,<50k,22,Negative,1508.789371,0.55,85,Brand B,1
0,7550.781476,Yes,0.05,3,Home Decor,17.38681937,1,No,>=50k,33,Negative,405.141602,0.37,80,Brand A,1
18,4696.571133,Yes,0.95,5,Clothing,8.533137824,2,No,<50k,20,Neutral,611.1191903,0.16,78,Brand C,0
15,6066.718489,No,0.64,9,Groceries,12.93420387,3,No,>=50k,32,Positive,916.6969404,0.1,136,Mixed,1
13,6678.937009,Yes,0.88,6,Clothing,22.61410978,3,No,<50k,4,Positive,961.6543259,0.87,75,Mixed,0
15,7436.389424,No,0.68,9,Groceries,23.11840991,3,No,<50k,16,Negative,1015.186712,0.27,129,Brand C,0
4,7114.736611,Yes,0.36,5,Home Decor,23.65832854,4,No,>=50k,0,Positive,1559.79595,0.94,48,Brand B,1
8,6744.394,No,0.51,6,Electronics,15.49207263,3,Yes,>=50k,6,Negative,1097.729302,0.95,47,Brand B,1
1,4369.826538,Yes,0.68,8,Groceries,19.48299872,3,Yes,<50k,2,Negative,1606.863513,0.48,54,Brand A,1
17,3856.507916,No,0.96,3,Clothing,5.042786378,2,No,<50k,25,Negative,612.9958923,0.96,79,Brand B,0
5,5665.215021,Yes,0.25,2,Groceries,7.504227351,0,Yes,<50k,15,Positive,805.2842572,0.03,66,Brand B,1
8,6866.256145,No,0.87,3,Home Decor,13.55902197,4,Yes,<50k,15,Neutral,787.7849341,0.09,114,Mixed,1
0,4554.558598,No,0.92,9,Electronics,19.206484,4,No,<50k,43,Neutral,971.8338859,0.24,111,Brand B,1
8,7130.343931,Yes,0.67,6,Clothing,12.8679386,3,No,>=50k,40,Positive,321.7615259,0.21,158,Brand B,0
15,7905.233491,No,0.93,4,Clothing,19.01329194,2,Yes,<50k,13,Positive,1960.691051,0.25,106,Mixed,1
12,3167.358162,Yes,0.4,3,Groceries,9.232225843,1,Yes,>=50k,43,Negative,1048.220712,0.45,25,Brand B,1
8,3326.158592,No,0.95,2,Home Decor,15.51015708,3,Yes,>=50k,25,Positive,428.2693276,0.06,109,Brand A,1
12,4719.249882,Yes,0.7,4,Clothing,17.74941185,3,Yes,<50k,26,Negative,456.3452302,0.56,65,Brand B,0
8,5615.225336,No,0.04,9,Home Decor,18.7870227,4,No,<50k,47,Positive,1040.150132,0.31,157,Brand B,1
10,3950.865972,No,0.91,4,Clothing,12.74219668,4,No,>=50k,16,Neutral,1296.144426,0.07,100,Brand C,1
3,7704.405358,Yes,0.48,5,Electronics,15.14331239,3,No,<50k,43,Positive,1469.965617,0.75,0,Brand A,1
1,5848.133723,Yes,0.46,8,Electronics,7.29629491,4,Yes,<50k,3,Neutral,1023.656577,0.65,69,Brand C,0
5,5078.894096,Yes,0.57,2,Clothing,14.47457728,2,Yes,>=50k,16,Positive,1304.984141,0.79,149,Mixed,1
13,2128.180952,No,0.15,3,Electronics,20.408396,1,No,<50k,32,Positive,1170.131421,0.94,112,Brand B,1
3,2368.368367,Yes,0.47,6,Electronics,13.68554632,1,Yes,<50k,29,Positive,947.4740566,0.59,53,Brand A,1
5,5562.018501,Yes,0.83,7,Electronics,11.2603374,1,Yes,<50k,20,Neutral,829.7005265,0.79,141,Brand C,1
18,734.8087477,No,0.02,4,Groceries,18.90713724,3,No,<50k,16,Negative,1013.524414,0.2,13,Brand B,0
5,7025.274819,Yes,0.27,1,Electronics,26.42604311,3,No,>=50k,10,Neutral,942.0342336,0.41,18,Brand B,1
1,4683.692311,No,0,7,Electronics,25.86635214,3,No,<50k,29,Positive,996.9328206,0.53,153,Brand C,1
17,11486.18594,Yes,0.42,9,Electronics,16.30711306,2,No,<50k,17,Positive,1224.694804,0.54,58,Brand B,1
12,9615.832501,Yes,0.73,1,Clothing,18.85251549,1,Yes,<50k,19,Negative,1809.941899,0.72,149,Mixed,1
8,4637.101862,No,0.8,1,Clothing,23.1931478,4,No,>=50k,33,Negative,497.7632638,0.8,5,Brand B,0
18,4787.325995,Yes,0.95,1,Electronics,16.20648349,4,No,<50k,40,Positive,1047.417052,0.67,62,Brand B,1
12,6991.163028,Yes,0.61,7,Home Decor,17.3065739,0,Yes,<50k,27,Positive,1175.897162,0.05,76,Mixed,1
10,8406.34522,No,0.25,9,Home Decor,13.38516241,0,Yes,<50k,8,Positive,814.3358986,0.35,73,Brand A,1
0,1723.941885,Yes,0.92,3,Clothing,26.83987396,4,No,>=50k,43,Positive,1539.982996,0.57,126,Brand A,1
6,1427.249069,No,0.78,8,Clothing,18.59376831,1,Yes,<50k,30,Neutral,756.9742023,0.51,146,Mixed,1
14,3755.930389,No,0.57,9,Clothing,13.66364711,3,No,<50k,44,Positive,1337.281989,0.04,94,Brand A,0
0,6165.475166,Yes,0.7,3,Electronics,12.12333091,4,No,<50k,15,Negative,1629.76435,0.98,9,Brand A,1
11,5993.747181,Yes,0.92,3,Home Decor,5.713954949,4,No,>=50k,30,Neutral,1198.837135,0.96,36,Brand B,1
6,7139.54291,No,0.71,1,Groceries,7.097395769,0,No,<50k,28,Negative,911.9079578,0.77,144,Brand A,1
14,2600.604943,Yes,0.37,2,Home Decor,11.36925241,1,Yes,<50k,12,Negative,1240.377995,0.06,132,Brand C,1
18,500,Yes,0.71,7,Clothing,19.64163643,4,Yes,>=50k,22,Neutral,801.4368903,0.43,148,Brand B,1
0,6716.028391,No,0.04,3,Groceries,16.63056614,3,No,>=50k,13,Negative,645.6368952,0.41,117,Brand C,1
16,3343.607454,Yes,0.39,7,Clothing,8.725985005,3,Yes,>=50k,38,Neutral,1183.076094,0.56,166,Brand A,1
16,963.0242712,No,0.41,5,Electronics,10.36741202,2,No,>=50k,1,Negative,1374.934743,0.06,147,Mixed,0
2,5290.127492,Yes,0.17,8,Clothing,16.40801519,3,Yes,<50k,11,Positive,1048.067921,0.42,142,Brand A,0
11,6586.351376,Yes,0.02,5,Home Decor,23.36737925,4,Yes,>=50k,27,Positive,1279.399181,0.76,78,Brand C,0
5,4755.885736,Yes,0.13,3,Groceries,9.49020048,4,Yes,>=50k,31,Positive,2153.157193,1,52,Mixed,1
10,4084.303228,No,0.65,9,Clothing,17.29468403,3,No,<50k,48,Positive,1610.011085,0.6,32,Brand B,1
2,4681.275536,No,0.8,7,Electronics,12.7728403,0,Yes,<50k,23,Negative,717.6326723,0.94,121,Brand A,1
7,4258.834475,No,0.99,5,Home Decor,12.91790746,1,Yes,>=50k,36,Negative,1092.624391,1,171,Brand A,1
13,2303.905776,Yes,0.35,7,Groceries,9.132857804,4,Yes,<50k,28,Negative,1151.033646,0.43,177,Mixed,1
13,3570.638646,Yes,0.6,9,Electronics,18.13247883,3,Yes,>=50k,41,Positive,579.7794273,0.67,31,Brand C,0
9,6042.55981,Yes,0.94,5,Groceries,12.56855048,3,No,>=50k,17,Negative,1307.809595,0.21,78,Mixed,1
1,5643.357083,Yes,0.17,7,Clothing,13.24235286,4,No,<50k,2,Positive,622.086856,0.48,155,Brand C,1
13,5336.119612,Yes,0.72,9,Home Decor,19.92164141,2,Yes,<50k,12,Positive,1336.389501,0.08,2,Brand B,0
8,3009.703036,No,0.75,1,Clothing,20.18252259,1,Yes,<50k,12,Negative,1966.595918,0.03,52,Brand A,1
2,4636.993676,Yes,0.09,4,Clothing,11.35090726,4,No,<50k,41,Positive,936.9310275,0.89,169,Mixed,1
7,645.8699071,No,0.86,1,Home Decor,16.48469773,3,No,<50k,28,Positive,1218.628783,0.86,1,Brand B,1
15,5356.953328,Yes,0.81,8,Groceries,19.53133277,2,Yes,<50k,1,Positive,1145.952956,0.31,120,Brand B,0
1,7857.715416,No,0.03,3,Clothing,14.08274073,4,Yes,<50k,27,Positive,533.1087234,0.46,149,Brand B,1
5,2051.735736,Yes,0.09,2,Clothing,18.35202432,1,Yes,<50k,47,Positive,631.7980239,0.49,152,Brand A,1
11,3828.144653,Yes,0.05,4,Electronics,13.40718598,2,Yes,<50k,3,Positive,1179.643209,0.52,159,Brand B,0
4,5658.213557,Yes,0.33,3,Electronics,13.26918036,3,No,>=50k,4,Positive,1065.660609,0.13,134,Brand C,1
1,7505.685269,Yes,0.51,5,Home Decor,10.33909123,0,Yes,>=50k,38,Positive,933.3191224,0.78,61,Brand A,1
15,4103.550767,Yes,0.53,8,Electronics,23.55997207,1,No,>=50k,40,Neutral,1466.061038,0.35,30,Brand A,1
4,3615.499341,Yes,0.27,8,Home Decor,12.57820137,2,Yes,<50k,4,Positive,1233.036199,0.03,62,Brand B,0
14,1062.153715,Yes,0.91,7,Clothing,10.99401148,4,Yes,<50k,7,Negative,2101.910839,0.68,36,Brand C,1
11,5206.876259,No,0.37,8,Groceries,9.773106085,4,No,<50k,33,Positive,535.7799592,0.83,67,Brand A,0
3,9084.15208,No,0.05,5,Electronics,15.42257949,2,Yes,>=50k,24,Neutral,799.8032171,0.92,78,Brand A,1
14,5554.716924,No,0.3,6,Electronics,9.915247584,4,No,<50k,26,Neutral,1726.561427,0.67,136,Mixed,1
10,4955.442042,Yes,0.53,8,Electronics,11.43724982,2,No,>=50k,6,Positive,1844.036507,0.19,45,Brand A,1
15,5644.164622,No,0.41,1,Groceries,18.99478422,1,No,<50k,35,Positive,570.3497677,0.59,94,Brand A,0
5,4977.815992,Yes,0.27,6,Clothing,17.24358206,4,Yes,<50k,31,Positive,805.3498984,0.91,33,Brand B,0
13,3373.971255,Yes,0.13,6,Electronics,8.273418095,1,Yes,<50k,20,Neutral,910.5048647,0.35,107,Brand A,0
17,6646.559831,Yes,0.82,5,Groceries,18.62412001,3,No,>=50k,46,Positive,1704.284995,0.95,59,Brand B,1
