balance,balance_frequency,purchases,installments_purchases,cash_advance,purchases_frequency,oneoff_purchases_frequency,purchases_installments_frequency,credit_limit,payments,prc_full_payment,tenure
2843.94,1,0,0,266.98,0,0,0,3000,869.19,0,12
28.32,0.78,225.02,113.32,0,0.38,0.12,0.12,10000,315.25,0.43,12
949.53,1,45.65,0,47.79,0.08,0.08,0,1000,303.45,0,12
34.71,0.78,242.9,0,0,0.08,0.08,0,1500,85.29,0,12
3596.75,1,0,0,1172.64,0,0,0,6000,1499.4,0,12
49.92,1,400.19,0,0,1,0.82,0,8500,363.7,0.43,12
120.95,0.78,33.38,33.38,0,0.2,0,0.1,1000,514,0,12
1118.48,1,325.95,121.99,0,0.67,0.33,0.25,2400,290.89,0,12
216.18,0.78,0,0,948.38,0,0,0,1200,243.64,0,12
3997.57,1,0,0,2830.97,0,0,0,4500,1456.27,0,12
1906.7,1,780,780,0,1,0,1,3000,1338.3,0,12
1747.36,1,0,0,413.38,0,0,0,1800,700.73,0,12
2363.62,1,1441.32,1066.68,0,0.83,0.08,0.83,6000,1055.39,0,12
1247.2,1,243,0,0,0.33,0.33,0,1200,529.09,0,12
336.64,1,589.59,424.59,0,0.83,0.08,0.75,5000,839.73,0,12
135.49,1,0,0,499.79,0,0,0,1200,1844.11,0.17,12
957.98,1,424.76,424.76,0,0.33,0,0.33,5000,504.56,0,12
965.24,1,2786.08,1210.37,0,0.75,0.33,0.67,4500,1399.59,0,12
260.41,1,545.34,288,0,0.42,0.17,0.17,1500,384.81,0,12
2772.79,1,337.98,337.98,198.19,1,0,1,3000,1043.4,0,12
1305.27,0.83,1078.89,233.9,2081.15,0.83,0.82,0.67,5000,164.08,0,12
1153.34,1,886.56,886.56,0,1,0,1,1000,724.17,0,12
633.39,1,830.45,0,0,0.42,0.42,0,6000,497.26,0,12
5040.84,1,2799.9,1210.37,0,1,0.33,1,11500,2038.2,0,12
4931.4,1,540,0,527.01,0.08,0.08,0,11500,1174.81,0,12
344.53,1,2799.9,1210.37,0,1,0.82,1,6000,2912.83,0.43,12
743.52,1,962.78,684.3,360.15,1,0.25,1,1000,402.9,0,12
1161.9,1,2799.9,1210.37,0,1,0.82,1,12000,4250.02,0.43,12
10.45,0.78,405.93,0,0,0.11,0.11,0,6500,831.75,0,12
256.03,1,627.42,627.42,0,0.83,0,0.83,2500,288.23,0.08,12
1109.17,0.91,190,0,1496.44,0.08,0.08,0,1500,795.19,0,12
15.31,1,71.52,71.52,0,1,0,0.83,1500,55.18,0.25,12
1056.95,1,0,0,744.22,0,0,0,2500,498.59,0,12
4797.57,1,0,0,2830.97,0,0,0,5000,4250.02,0.08,12
42.36,0.78,0,0,260.72,0,0,0,1200,440.94,0,12
608.42,0.78,0,0,2338.87,0,0,0,4000,600.28,0,12
7.95,0.78,92.2,92.2,0,0.58,0,0.58,3000,152.59,0.17,12
927.98,1,1321.52,0,0,0.25,0.25,0,4500,527.95,0,12
821.93,1,987.26,114.62,0,0.92,0.82,0.42,6500,1605.1,0,12
46.77,0.78,2166.56,1210.37,0,0.67,0,0.58,3000,1969.31,0.4,12
42.76,0.78,350.94,66.65,0,0.25,0.25,0.25,5000,1191.82,0.4,12
95.73,1,632.3,432.3,0,0.92,0.08,0.92,2000,606.58,0.43,12
889.77,1,2799.9,1174,0,0.92,0.42,0.92,7000,2199.49,0,12
1456.4,0.91,0,0,2830.97,0,0,0,2500,2793.49,0,12
72.37,0.78,456.7,0,0,0.25,0.25,0,1200,312.29,0,12
405.05,1,515.14,446.14,0,0.58,0.08,0.42,4500,281.49,0,12
855.81,1,1960.18,1210.37,271.84,1,0.08,0.92,3000,2043.81,0.1,12
1074.26,1,11.35,11.35,0,0.08,0,0.08,1200,421.35,0,12
3024.64,1,0,0,2381.72,0,0,0,8000,578.46,0,12
597.41,0.91,344.75,55.45,1347.9,0.25,0.25,0.17,2500,2026.65,0,12
43.2,1,308.22,308.22,0,0.92,0,0.92,2000,331.11,0.43,12
79.52,0.82,335.38,65.38,0,0.25,0.08,0.08,3000,413.92,0.11,12
35.17,0.78,272.34,272.34,0,0.42,0,0.42,1500,386.32,0.27,12
5040.84,1,1562.74,582.75,1443.2,0.67,0.17,0.5,9000,3770.42,0,12
80.3,0.78,1090,1090,0,0.5,0,0.42,4500,1015.89,0.43,12
1202.2,1,435.04,0,0,0.92,0.82,0,1200,686.96,0,12
31.16,0.78,300,300,0,0.5,0,0.5,11500,619.18,0.43,12
176.16,0.91,1814.64,200,0,0.58,0.58,0.08,4000,1847.96,0.33,12
703.41,1,637.84,637.84,0,0.64,0,0.55,4500,888.27,0,12
445.92,1,1580.56,878.95,2703.41,1,0.67,1,2500,3992.89,0.43,12
3083.78,1,0,0,737.65,0,0,0,5500,1033.58,0,12
31.11,1,110,0,0,0.08,0.08,0,8000,228.19,0,12
503.73,1,1730.3,329.15,0,0.92,0.58,0.33,2500,2293.37,0.08,12
176.84,1,108.39,108.39,0,0.42,0,0.42,1500,56.56,0,12
94.54,1,1399.55,0,0,0.92,0.82,0,7500,471.66,0.3,12
661.94,1,755.14,272.24,0,0.92,0.75,0.75,6500,2284.48,0.33,12
8.8,0.78,1591.48,1210.37,0,0.83,0.25,0.67,2000,1496.05,0.2,12
3106.42,0.78,0,0,2139.75,0,0,0,10000,4250.02,0.14,12
827.39,0.78,693.89,693.89,0,0.42,0,0.42,1500,1954.59,0.09,12
4361.96,1,0,0,288.45,0,0,0,4500,1041.19,0,12
73.1,1,78.09,78.09,0,0.25,0,0.17,4000,93.72,0,12
7.05,0.78,321.07,0,0,0.92,0.82,0,3000,285.79,0,12
353.9,1,2073.54,0,175.83,0.75,0.75,0,700,1633.86,0.33,12
5040.84,0.9,0,0,2830.97,0,0,0,8000,1156.31,0,12
8.52,0.78,130.32,130.32,0,0.17,0,0.08,1500,64.35,0,12
3096.83,1,2799.9,1210.37,0,1,0.82,1,10000,3853.66,0,12
2468.51,1,0,0,648.81,0,0,0,2500,601.74,0,12
1341,1,1355.77,135.32,929.96,0.92,0.67,0.5,4000,553.21,0,12
169.34,0.82,1553.8,0,0,0.5,0.5,0,13850,1921.04,0.43,12
18.11,0.78,206.69,206.69,0,0.42,0,0.42,2000,259.02,0.3,12
287.49,0.78,1709,0,0,0.11,0.11,0,2283.33,4250.02,0,12
38.01,1,469.62,469.62,0,0.83,0,0.83,4000,744.85,0.4,12
8.57,0.78,149.55,0,0,0.08,0.08,0,5000,447.38,0,12
7.21,0.78,152.02,152.02,0,0.58,0,0.5,1000,219.45,0.43,12
15.67,1,147.48,147.48,0,1,0,1,3000,137.11,0.42,12
955.16,1,440.57,394.92,0,0.67,0.08,0.67,1000,684.09,0,12
827.26,1,281.97,281.97,0,0.42,0,0.42,1000,298.81,0,12
2472.02,1,2317.89,601.87,0,1,0.58,0.75,5500,647.12,0,12
22.32,0.78,448,258,0,0.33,0.08,0.25,3000,1262.32,0.43,12
1764.08,1,329.47,329.47,58.54,1,0,1,1800,789.27,0,12
23.65,0.78,250,250,0,0.42,0,0.33,1200,475.35,0.43,12
1886.81,1,146.73,0,2830.97,0.17,0.17,0,3000,2817.27,0.08,12
232.14,0.82,552.66,476.66,76.63,1,0.17,1,500,1123.97,0.09,12
17.09,0.78,1160,1160,0,1,0,1,7000,1587.61,0.4,12
4746.95,0.91,0,0,939.39,0,0,0,11000,1257.71,0,12
30.97,0.78,319.67,0,0,0.67,0.67,0,7500,103.2,0,12
201.46,1,2148.34,1210.37,0,1,0.82,0.17,5000,1951.52,0.43,12
322.41,1,1506.92,693.9,0,1,0.82,0.58,2500,1567.28,0,12
1129.19,1,0,0,1385.13,0,0,0,1500,1275.07,0,12
99.64,1,677.68,22,0,1,0.82,0.08,3000,809.68,0.27,12
651.39,1,2529.64,1210.37,0,1,0.82,1,7500,2334.31,0,12
1409.26,0.9,2799.9,1210.37,2830.97,0.7,0.6,0.6,13850,4250.02,0,12
194.93,0.91,2061.48,448.42,0,0.83,0.5,0.5,8500,1937.91,0.43,12
5040.84,1,198.96,172.36,2830.97,0.5,0.08,0.42,11000,2337.88,0,12
2332.5,1,0,0,1848.69,0,0,0,9700,803.52,0,12
1860.47,1,0,0,303.82,0,0,0,4000,560.88,0,12
920.53,0.86,462.33,0,1065.75,0.57,0.57,0,1200,514.84,0,12
3347.7,1,2799.9,951.34,0,1,0.82,1,11500,3012.48,0,12
947.71,1,483.4,0,1288.83,0.08,0.08,0,2000,394.91,0,12
574.03,1,1606.51,1210.37,0,1,0,1,1000,1844.56,0.08,12
3067.27,1,0,0,591.25,0,0,0,3500,692.14,0,12
768.88,0.78,408.59,0,0,0.25,0.25,0,2500,2095.95,0.12,12
1190.88,0.86,0,0,1817.84,0,0,0,2000,290.69,0,12
1710.12,1,1697.15,1210.37,0,0.92,0.17,0.92,7500,1161.15,0,12
229.88,0.78,0,0,928.31,0,0,0,3000,101.78,0,12
4766.36,1,2799.9,310.22,1386.85,1,0.82,0.42,13850,1302.79,0,12
3007.66,1,534.26,168.75,0,0.83,0.58,0.75,13850,3007.94,0,12
1871.6,1,2799.9,1210.37,2367.01,0.83,0.17,0.75,5500,448.56,0,12
1455.75,1,266,0,168.51,0.22,0.22,0,1500,284.97,0,12
1986.56,1,0,0,872.86,0,0,0,6500,653.21,0,12
36.17,1,315,315,0,1,0,1,1000,294.18,0,12
129.84,0.91,1433.99,690,0,0.91,0.45,0.64,4000,1363.13,0.43,12
206.98,1,0,0,500.67,0,0,0,3000,936.86,0.09,12
1192.59,1,1324.82,324.7,914.68,0.67,0.5,0.42,6000,610.48,0,12
50.56,0.91,84,0,259.11,0.08,0.08,0,2000,474.05,0.3,12
62.1,0.78,377.62,377.62,0,0.5,0,0.5,2500,548.9,0.18,12
56.95,0.78,328.1,0,0,0.17,0.17,0,6500,437.85,0,12
8.42,0.78,60,0,0,0.08,0.08,0,6000,250.16,0,12
15.81,0.78,246.29,0,0,0.18,0.18,0,500,149.89,0,12
44.61,0.78,281.7,0,0,0.08,0.08,0,7500,401.46,0,12
2342.72,0.91,0,0,2830.97,0,0,0,8000,4250.02,0.09,12
3164.71,1,839.65,24,96.76,0.5,0.42,0.08,4000,740.33,0,12
2068.87,1,0,0,1285.83,0,0,0,2500,607.22,0,12
0,0.78,265.76,265.76,0,0.92,0,0.92,1500,288.14,0,12
14.89,0.82,59.8,0,0,0.17,0.17,0,500,98.21,0,12
1367.3,1,231.41,231.41,0,1,0,1,2500,107.24,0,12
299.83,1,480,350,416.57,1,0.14,0.86,1000,113.97,0,12
1176.09,1,0,0,1106.36,0,0,0,1200,27.83,0,12
1164.13,1,0,0,2830.97,0,0,0,3500,244.85,0,12
25.5,0.78,62.53,0,0,0.08,0.08,0,1700,1637.52,0.09,12
3646.31,1,594.88,460.98,2830.97,0.42,0.17,0.33,9000,732.79,0,12
164.58,0.78,1489.28,570.8,0,0.33,0.25,0.25,3500,1858.09,0,12
2980.63,1,1352.52,0,0,0.08,0.08,0,10000,782.88,0,12
3350.19,1,0,0,2830.97,0,0,0,4500,1161.82,0,12
1101.85,1,0,0,38.93,0,0,0,2100,292.27,0,12
468.29,1,2799.9,948.6,0,1,0.82,1,4000,3958.93,0.43,12
63.93,1,183.6,183.6,0,1,0,1,1500,141.06,0,12
906.61,0.89,0,0,2222.77,0,0,0,3000,1450.04,0.14,12
798.69,1,0,0,1865.81,0,0,0,3000,180.87,0,12
3.75,0.78,159.6,159.6,879.37,0.17,0,0.08,4500,966.96,0,12
1281.84,1,0,0,371.67,0,0,0,1500,576.24,0,12
863.13,1,37.3,0,0,0.17,0.17,0,1000,164.34,0,12
50.3,0.78,0,0,575.8,0,0,0,500,511.34,0,12
33.82,0.91,232.45,232.45,0,0.83,0,0.83,1800,243.41,0.36,12
559.92,1,2799.9,1210.37,19.93,1,0.82,1,4000,3632.72,0.18,12
2671.98,1,1469.66,42.23,2150.27,0.67,0.58,0.17,3000,4047.05,0,12
814.78,1,832.7,0,757.38,0.67,0.67,0,4000,265.24,0,12
1184.43,0.82,99.8,0,2830.97,0.08,0.08,0,3000,3497.93,0.11,12
3.2,0.78,45.87,45.87,0,0.08,0,0.08,3000,89.7,0,12
33.27,0.91,341.45,341.45,0,0.83,0,0.83,5000,361.47,0.43,12
261.46,1,2799.9,1202.94,0,1,0.82,1,10000,2567.61,0.43,12
2659.41,1,177.62,0,1831.12,0.17,0.17,0,4000,577.13,0,12
8.08,0.78,125,125,0,0.55,0,0.45,1500,155.94,0.43,12
115.94,0.78,0,0,1529.4,0,0,0,1800,109.42,0,12
69.38,0.78,588.02,516.72,0,0.33,0.08,0.33,7000,1596.67,0.4,12
61.59,0.82,250,211,0,0.67,0.08,0.67,1000,282.56,0.11,12
2.08,0.78,26.49,0,0,0.08,0.08,0,7500,78.57,0,12
3092.19,1,60.82,60.82,2361.47,0.25,0,0.17,3500,856.2,0,12
564.33,1,0,0,37,0,0,0,600,239.85,0,12
2067.15,1,792.68,350.78,446.49,0.58,0.25,0.5,3500,697.33,0,12
966.73,1,1093,0,247.2,0.33,0.33,0,7500,1226.55,0,12
4099.76,1,0,0,2830.97,0,0,0,12000,3005.02,0,12
1507,1,209.1,0,0,0.25,0.25,0,1800,443.63,0,12
2220.86,1,2799.9,1210.37,0,0.75,0.58,0.67,4500,1355.53,0,12
92.33,1,371.16,371.16,0,1,0,1,2000,205.8,0.17,12
3583.52,1,2799.9,1210.37,0,1,0.17,1,3000,4250.02,0,12
3343.3,1,790.8,790.8,2830.97,1,0,1,5000,1325.64,0,12
2133.9,1,303.03,294,0,1,0.08,1,3000,1512.77,0,12
217.99,1,2435.21,753.32,0,1,0.82,0.67,7500,2024.01,0.43,12
50.8,0.78,0,0,892.94,0,0,0,1500,1272.27,0.33,12
319.04,0.82,1262.28,0,0,0.25,0.25,0,10500,1350.54,0.12,12
100.21,0.91,0,0,182.14,0,0,0,3000,175.91,0,12
7.17,0.78,88.04,0,0,0.08,0.08,0,1500,553.41,0,12
1747.88,1,0,0,2774.39,0,0,0,3000,495.4,0,12
519.44,1,525,525,0,1,0,1,1000,1500.46,0.08,12
4320.27,1,117.23,0,2746.43,0.08,0.08,0,8000,1200.32,0,12
2811.49,1,692.52,0,637.08,1,0.82,0,3000,1848.54,0,12
125.79,1,630,630,0,1,0,0.92,1000,373.89,0.2,12
3798.32,1,0,0,182.51,0,0,0,4000,916.38,0,12
4274.49,1,0,0,2830.97,0,0,0,10500,4250.02,0.08,12
900.56,1,1865.55,0,583.32,0.58,0.58,0,3000,676.96,0.09,12
858.86,1,1013.61,382.48,0,0.5,0.25,0.42,2500,739.76,0,12
5040.84,0.91,2598.51,175.96,0,0.27,0.09,0.27,13850,2209.41,0,12
1793.97,1,1004.9,0,0,0.58,0.58,0,2500,2697.14,0,12
1893.7,1,2799.9,1088.91,0,1,0.75,1,6500,3235.22,0,12
7.51,0.78,95,0,0,0.17,0.17,0,4000,547.88,0,12
1180.18,1,233.35,0,0,0.33,0.33,0,13850,599.39,0,12
3232.1,1,495,0,2830.97,0.17,0.17,0,5500,4250.02,0.08,12
5040.84,1,2799.9,0,0,0.33,0.33,0,8000,1069.09,0,12
368.33,1,1029.29,0,0,0.42,0.42,0,6500,1393.63,0,12
4.42,0.91,95.59,73.56,0,1,0.08,1,4500,186.55,0.43,12
41.05,0.78,413.31,280,0,0.58,0.08,0.42,6000,475.94,0.43,12
3611.32,1,2400.71,921.47,1815.31,1,0.82,1,11500,3911.84,0,12
3214.58,1,0,0,2322.57,0,0,0,4000,2232.67,0,12
339.18,1,139.5,0,0,0.25,0.25,0,1200,877.49,0.09,12
477.17,1,1342.51,270,0,0.58,0.58,0.08,8500,1089.23,0,12
3711.96,1,1241.4,615,0,0.67,0.25,0.67,11000,848.62,0,12
390.01,1,0,0,463.29,0,0,0,2500,250.59,0,12
2251.9,1,1331,9.9,0,1,0.82,0.08,12500,4250.02,0,12
2461.02,0.78,0,0,308.5,0,0,0,6500,4250.02,0.14,12
5040.84,1,2799.9,232.3,0,1,0.82,0.25,13850,4250.02,0,12
4355.98,1,0,0,305.99,0,0,0,7500,1188.6,0,12
63,1,779.7,489.7,0,1,0.17,0.83,9000,775.6,0.43,12
22.88,0.83,171,171,0,0.83,0,0.5,1500,152.52,0.43,12
4719.82,1,2143.73,850.95,146.55,0.5,0.42,0.33,12500,1031.15,0,12
1241.57,1,2799.9,241.5,2830.97,0.83,0.58,0.5,7000,4250.02,0.42,12
49.2,0.78,699,0,0,0.08,0.08,0,1800,69.94,0,12
662.69,1,0,0,967.59,0,0,0,1200,107.92,0,12
4587.06,1,333.28,333.28,77.96,0.58,0,0.58,5000,1234.81,0,12
169.64,1,1970.49,960.64,0,1,0.82,0.67,12000,1643.81,0.42,12
2823.21,1,2799.9,0,0,1,0.82,0,7500,1150.7,0,12
2.88,0.78,250,0,0,0.08,0.08,0,2000,1401.22,0,12
47.19,1,132,132,0,0.17,0,0.17,2500,267.06,0,12
597.63,1,1430,230,2091.07,0.25,0.08,0.17,1500,4032.11,0.08,12
2872.8,1,27.16,27.16,2692.78,0.08,0,0.08,5000,507.24,0,12
3350.12,1,39.8,0,2830.97,0.08,0.08,0,8000,1809.71,0,12
13.22,0.86,108.84,108.84,0,0.86,0,0.71,1500,69.97,0,12
1083.12,1,0,0,2426.83,0,0,0,1200,1481.81,0.1,12
777.62,0.91,0,0,1894.38,0,0,0,9000,2245.36,0,12
122.68,0.88,1267,1019.12,0,0.88,0.38,0.75,2500,1263.46,0.43,12
1615.97,1,270,270,2592.26,0.5,0,0.42,6000,3434.36,0.11,12
434.1,1,2799.9,574.07,0,1,0.82,1,6000,4076.91,0.43,12
820.7,0.82,0,0,857.72,0,0,0,1500,1892.51,0.11,12
1428.12,1,119.34,119.34,2563.32,0.75,0,0.67,1200,2545.22,0.09,12
1324.04,1,1862.96,0,0,0.42,0.42,0,4400,954.96,0,12
1190.8,1,1864.79,862.57,0,0.92,0.67,0.75,3000,1617.88,0,12
2580.17,1,0,0,2830.97,0,0,0,3000,1809.77,0,12
371.87,1,2799.9,319.01,0,0.75,0.75,0.5,10000,2137.44,0.25,12
1280.73,1,0,0,395.73,0,0,0,1500,397.46,0,12
975.42,1,2799.9,1210.37,0,1,0.82,1,12000,4250.02,0.43,12
122.11,1,1105.92,1105.92,0,1,0,1,2500,1105.85,0.43,12
1262.63,0.91,405,0,0,1,0.82,0,7000,586.55,0,12
143.55,1,1778.76,1051.88,0,1,0.42,1,7000,1303.25,0.43,12
1037.8,1,103.27,0,475.47,0.25,0.25,0,2500,326.65,0,12
1938.58,1,333.54,23.35,2738.95,0.57,0.43,0.14,2000,867.23,0,12
5040.84,1,2799.9,147.73,0,1,0.82,0.92,9400,2139.28,0,12
14.57,1,89.58,89.58,0,1,0,0.83,1500,71.64,0.43,12
39.24,1,199.56,199.56,0,1,0,1,3000,1558.67,0.25,12
871.5,1,20,0,197.02,0.08,0.08,0,2000,278.27,0,12
180.75,1,266.64,266.64,95.29,1,0,1,3500,1172.98,0.43,12
4107.16,1,279.71,0,2830.97,0.25,0.25,0,5000,4250.02,0.17,12
58.31,0.78,499,499,0,0.55,0,0.45,1500,526.37,0.12,12
5040.84,1,0,0,2830.97,0,0,0,10500,1290.75,0,12
1340.67,1,0,0,244.04,0,0,0,1500,514.12,0,12
43.76,1,422.24,75,0,1,0.17,1,3000,280.84,0,12
111.45,1,1389.94,1210.37,0,1,0,1,1300,1356.27,0.43,12
138.49,1,1455.68,217.76,0,1,0.82,0.08,500,1330.93,0.43,12
70.98,1,0,0,1880.66,0,0,0,1000,1860.54,0.18,12
49.38,0.78,542.34,0,0,0.25,0.25,0,2700,387.94,0.43,12
4295.96,1,0,0,2830.97,0,0,0,7500,934.14,0,12
1017.07,0.78,0,0,2830.97,0,0,0,4500,4250.02,0.2,12
138.46,1,327.94,327.94,0,1,0,1,5000,188.68,0,12
289.54,0.91,1216.7,0,0,0.5,0.5,0,5000,788.59,0,12
74.76,1,553.7,305,0,0.58,0.33,0.17,1000,467.13,0.2,12
16.6,0.78,220.48,0,0,0.08,0.08,0,5000,302.18,0,12
51,0.91,431.93,431.93,0,1,0,1,4000,1089.4,0.3,12
1489.22,0.78,1209.56,319.56,0,0.83,0.08,0.83,12500,4250.02,0.18,12
57.7,0.82,772.46,687.46,0,0.83,0.08,0.75,4000,770.92,0.43,12
99.45,0.78,0,0,1045.07,0,0,0,1200,4250.02,0.43,12
186.05,1,2126.81,597.01,0,1,0.82,1,7000,1999,0.43,12
2948.45,1,0,0,1539.29,0,0,0,3000,207.45,0,12
127.9,1,1085.16,950.26,0,1,0.25,1,1000,469.11,0.33,12
18.01,0.78,130.5,130.5,0,0.75,0,0.75,1500,176.87,0.33,12
1908.57,1,0,0,2830.97,0,0,0,5400,2118.55,0,12
437.74,0.91,483.65,0,0,0.5,0.5,0,6000,1497.95,0.2,12
1245.98,1,0,0,615.72,0,0,0,1800,328.83,0,12
1019.13,1,2799.9,1210.37,0,0.83,0.58,0.83,9000,4250.02,0.3,12
1844.89,1,1848.24,0,0,0.75,0.75,0,3400,1239.28,0,12
952.43,0.91,2799.9,355,2101.94,0.67,0.58,0.17,3500,3823.14,0.17,12
1848.76,1,2799.9,1210.37,0,1,0.58,1,6700,4250.02,0,12
1181.85,1,750.78,750.78,18.53,0.5,0,0.5,1200,1080.5,0,12
382.87,0.91,2799.9,493.82,0,0.75,0.67,0.42,1200,3753.09,0.43,12
1459.8,1,0,0,218.23,0,0,0,1500,436.23,0,12
162.97,0.91,1586.6,1210.37,110.67,0.83,0,0.75,2500,1577.16,0.43,12
1396.21,1,2799.9,1210.37,536.66,1,0.82,0.58,2500,1550.47,0,12
225.28,1,545.68,545.68,0,1,0,1,6500,1097.96,0.08,12
454.55,0.78,0,0,1091.83,0,0,0,1200,163.86,0,12
1785.9,1,0,0,129.42,0,0,0,1800,287.78,0,12
535.29,1,824.61,386.04,0,0.73,0.18,0.55,4000,314.51,0,12
6.7,0.78,64.69,0,0,0.08,0.08,0,10500,372.57,0,12
5.38,0.78,69,0,0,0.08,0.08,0,2000,92.03,0,12
4020.13,1,79.62,0,2830.97,0.08,0.08,0,9500,4250.02,0.1,12
1117.34,1,0,0,99.32,0,0,0,1200,272.18,0,12
15.85,0.78,150,150,0,0.25,0,0.17,1600,119.47,0.18,12
900.54,1,15.8,15.8,0,0.25,0,0.25,7000,1542.58,0,12
2544.38,1,1108.54,0,0,0.58,0.58,0,3000,524.25,0,12
1852.65,1,2600,400,2830.97,0.33,0.17,0.08,6000,1362.43,0.1,12
581.25,0.91,556.83,71.95,0,0.73,0.64,0.09,1500,328.46,0,12
504.41,1,338.9,139.9,0,0.42,0.17,0.17,2500,829.69,0,12
142.43,1,1488.84,1210.37,0,1,0,1,5000,1450.1,0.43,12
5040.84,1,2761.76,1210.37,2317.64,0.92,0.17,0.75,7000,3083.16,0,12
958.92,1,66.7,66.7,0,0.17,0,0.17,1000,302.66,0,12
15.26,0.78,238.25,238.25,0,0.08,0,0.08,3000,4.84,0,12
0.01,0.78,79.24,79.24,0,0.08,0,0.08,6000,688.61,0.33,12
385.76,1,232.93,0,0,0.5,0.5,0,2500,989.74,0.08,12
1780.19,1,845.67,814.17,2830.97,0.75,0.17,0.58,2500,3989.55,0.09,12
1.84,0.78,67.5,67.5,0,0.08,0,0.08,2500,110.27,0,12
1839.12,1,1055.32,1055.32,2830.97,0.92,0,0.83,6500,2842.04,0,12
15.01,1,108.95,59.15,0,0.5,0.08,0.33,1500,149.85,0.11,12
2106.42,1,2151.93,765.26,0,0.83,0.5,0.75,4200,2190.96,0,12
2676.26,1,0,0,2328.86,0,0,0,3500,636.71,0,12
500.22,1,27.05,27.05,0,0.08,0,0.08,1200,104.69,0,12
4128.31,1,0,0,1674.4,0,0,0,5000,1082.27,0,12
1018.35,1,0,0,716.82,0,0,0,3000,263.24,0,12
10.68,0.78,50,0,0,0.08,0.08,0,3000,71.91,0,12
1273.73,1,0,0,534.23,0,0,0,1500,755.52,0,12
58.13,1,576,576,0,1,0,1,1500,505.43,0.42,12
153.64,1,1495.41,554,0,1,0.82,0.25,4500,1345.99,0.43,12
1667.15,1,2799.9,524.98,0,0.92,0.75,0.67,7500,3798.44,0,12
1648.7,1,740.7,89.8,0,0.5,0.5,0.17,2500,885.07,0,12
15.33,0.78,144.64,144.64,0,0.67,0,0.67,1000,198.97,0,12
5040.84,1,255.25,105.25,2830.97,0.25,0.08,0.17,6500,1385.48,0,12
73.7,1,554.67,554.67,0,1,0,1,4000,578.57,0.43,12
2933.07,1,0,0,2830.97,0,0,0,10000,2201.1,0,12
1421.42,1,1669.2,1210.37,0,1,0.17,1,8500,4250.02,0,12
424.94,1,2799.9,1210.37,0,1,0.82,0.75,7500,4250.02,0.43,12
1033.37,1,2361.97,770.92,365.69,1,0.58,1,3000,2097.16,0.08,12
5040.84,1,64.71,0,2830.97,0.08,0.08,0,9000,4250.02,0.08,12
3987.47,1,146.53,101.53,2665.36,0.42,0.08,0.25,6000,1316.7,0,12
1606.57,0.82,0,0,1173.53,0,0,0,4500,3883.14,0.12,12
1630.99,1,578.9,578.9,145.23,0.67,0,0.58,2500,574.05,0,12
95.89,1,769,444,0,0.67,0.42,0.25,4000,959,0.4,12
1804.4,1,40,0,2392.28,0.08,0.08,0,2500,2459.38,0,12
1447.27,1,0,0,77.87,0,0,0,1500,315.87,0,12
1268.25,1,167,0,1141.78,0.08,0.08,0,1800,467.08,0,12
668.29,0.78,248.77,248.77,0,0.33,0,0.33,1500,2482.2,0,12
50.85,1,428.75,428.75,0,1,0,1,8000,319.92,0.09,12
241,0.78,1888.88,888.88,0,0.88,0.12,0.88,1000,3450.99,0.4,12
157.76,0.91,211.07,0,0,0.25,0.25,0,1400,994.92,0.1,12
724.85,1,185.63,0,321.13,0.25,0.25,0,1300,1474.93,0.08,12
147.53,0.78,0,0,291.42,0,0,0,1200,114.87,0,12
581.92,1,2799.9,1210.37,0,1,0.82,1,7500,4250.02,0.43,12
5040.84,1,0,0,2830.97,0,0,0,8000,994.21,0,12
2762.54,1,0,0,478.93,0,0,0,3000,652.76,0,12
273.43,1,2799.9,659.5,0,0.92,0.82,0.75,5000,4250.02,0.43,12
1451.99,1,0,0,1740,0,0,0,2000,251.38,0,12
90.02,0.91,1247.39,820.37,0,0.91,0.27,0.82,5000,762.86,0.43,12
0.92,0.78,343.4,343.4,0,0.83,0,0.83,3000,347.02,0,12
1071.75,1,0,0,567.82,0,0,0,3500,513.5,0,12
303.93,0.78,0,0,1120.77,0,0,0,1200,1471.64,0.12,12
1938.65,1,0,0,2548.84,0,0,0,6000,1732.28,0,12
79.43,0.78,799.83,718.83,0,0.58,0.08,0.5,3000,786.41,0.43,12
670.89,1,341.9,126.72,294.19,0.83,0.25,0.67,4000,409.29,0,12
1494.7,0.78,0,0,2830.97,0,0,0,3000,582.83,0,12
114.36,0.78,2141.32,1210.37,0,0.67,0.08,0.67,6500,3361.5,0,12
2002.43,1,2799.9,1210.37,0,1,0.67,1,6000,1619.63,0,12
2135.65,1,114,0,0,0.08,0.08,0,8000,577.42,0,12
943.58,0.88,103,0,0,0.12,0.12,0,1000,215.33,0,12
4785.79,1,0,0,2830.97,0,0,0,9500,687.47,0,12
1437,1,0,0,73.57,0,0,0,1500,292.52,0,12
5.31,0.78,71.75,71.75,0,0.58,0,0.58,3000,112.62,0.14,12
365.48,1,1618.31,618.31,0,1,0.14,0.86,1000,1366.67,0.33,12
322.38,1,2799.9,1210.37,0,1,0.33,0.75,4000,2826.7,0.43,12
3497.2,1,1350.13,830.33,1938.01,0.67,0.42,0.58,4000,1882.44,0,12
3720.59,1,345,345,2529.3,1,0,1,4500,977.28,0,12
5040.84,1,0,0,2698.17,0,0,0,6000,1421.32,0,12
